ts,source,phi_before,phi_after,energy,goal,alpha,threshold,comment
2025-11-08T23:16:40,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:16:41,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:16:42,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:16:43,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:16:44,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:16:45,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:16:46,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:16:47,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:16:48,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:16:49,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:16:50,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:16:51,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:16:52,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:16:53,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:16:54,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:16:55,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:16:56,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:16:57,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:16:58,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:16:59,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:00,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:01,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:02,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:03,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:04,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:05,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:06,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:07,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:08,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:09,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:10,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:11,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:12,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:13,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:14,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:15,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:16,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:17,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:18,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:19,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:20,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:21,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:22,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:23,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:24,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:25,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:26,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:27,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:28,Randomness,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:29,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:30,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:31,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:32,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:33,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:34,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:35,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:36,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:37,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:38,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:39,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:40,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:41,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:42,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:43,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:44,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:45,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:46,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:47,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:48,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:49,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:50,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:51,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:52,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:53,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:54,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:55,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:56,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:57,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:58,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:17:59,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:00,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:01,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:02,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:03,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:04,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:05,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:07,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:08,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:09,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:10,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:11,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:12,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:13,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:14,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:15,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:16,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:17,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:18,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:19,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:20,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:21,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:22,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:23,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:24,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:25,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:26,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:27,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:28,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:29,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:30,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:31,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:32,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:33,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:34,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:35,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:36,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:37,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:38,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:39,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:40,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:41,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:42,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:43,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:44,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:45,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:46,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:47,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:48,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:49,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:50,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:51,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:52,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:53,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:54,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:55,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:56,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:57,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:58,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:18:59,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:00,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:01,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:02,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:03,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:04,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:05,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:06,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:07,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:08,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:09,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:10,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:11,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:12,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:13,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:14,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:15,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:16,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:17,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:18,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:19,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:20,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:21,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:22,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:23,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:24,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:25,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:26,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:27,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:28,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:29,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:30,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:31,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:32,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:33,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:34,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:35,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:36,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:37,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:38,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:39,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:40,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:41,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:42,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:44,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:45,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:46,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:47,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:48,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:49,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:50,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:51,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:52,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:53,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:54,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:55,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:56,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:57,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:58,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:19:59,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:00,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:01,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:02,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:03,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:04,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:05,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:06,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:07,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:08,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:09,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:10,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:11,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:12,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:13,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:14,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:15,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:16,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:17,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:18,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:19,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:20,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:21,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:22,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:23,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:24,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:25,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:26,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:27,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:28,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:29,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:30,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:31,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:32,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:33,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:34,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:35,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:36,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:37,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:38,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:39,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:40,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:41,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:42,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:43,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:44,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:45,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:46,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:47,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:48,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:49,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:50,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:51,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:52,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:53,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:54,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:55,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:56,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:57,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:58,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:20:59,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:21:00,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:21:01,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:21:02,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:21:03,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:21:04,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:21:06,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:21:07,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:21:08,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:21:09,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:21:10,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:21:11,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:21:12,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:21:13,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:21:14,Finance,0.0,0.0,1.0,STABILIZE,0.95,0.05,
2025-11-08T23:42:09,Finance,0.9403146616581477,0.9403146616581477,1.95,GROW,0.62,0.13,
2025-11-08T23:42:10,Finance,0.3834268337294779,0.3861816781406229,1.95,STABILIZE,0.6224999999999999,0.13,
2025-11-08T23:42:11,Finance,0.06815594248329908,0.07017575086954085,1.95,STABILIZE,0.6249999999999999,0.13,
2025-11-08T23:42:12,Finance,-0.28367116406067194,-0.28400154944072786,1.95,STABILIZE,0.6274999999999998,0.13,
2025-11-08T23:42:13,Finance,0.5732061877413835,0.5692822786647662,1.95,EXPLORE,0.6249999999999999,0.13,
2025-11-08T23:42:14,Finance,0.1360110781492189,0.13323238404927262,1.95,STABILIZE,0.6274999999999998,0.13,
2025-11-08T23:42:15,Finance,0.16088837882859658,0.16412636607149397,1.95,STABILIZE,0.6249999999999999,0.13,
2025-11-08T23:42:16,Finance,-0.946202532219868,-0.9473574919030772,1.95,STABILIZE,0.6274999999999998,0.13,
2025-11-08T23:42:17,Finance,0.9984444421110859,0.998383679462353,1.95,GROW,0.6249999999999999,0.13,
2025-11-08T23:42:18,Finance,0.9999970342154387,0.9999967690184919,0.05,PROTECT,0.6224999999999999,0.13,
2025-11-08T23:42:19,Finance,0.9999995026061377,0.9999994565441815,1.95,GROW,0.62,0.13,
2025-11-08T23:42:20,Finance,-0.11352728406423798,-0.11455905522332714,1.95,STABILIZE,0.6224999999999999,0.13,
2025-11-08T23:42:21,Finance,0.9180344118615731,0.9165386800800703,1.95,GROW,0.62,0.13,
2025-11-08T23:42:22,Finance,-0.052067912175172225,-0.054258983097168936,1.95,STABILIZE,0.6224999999999999,0.13,
2025-11-08T23:42:23,Finance,0.8281227164675732,0.8261081672283008,1.95,GROW,0.62,0.13,
2025-11-08T23:42:24,Finance,-0.9951464265633039,-0.995301245234312,0.05,PROTECT,0.6224999999999999,0.13,
2025-11-08T23:42:25,Finance,0.9999999632589696,0.9999999589848134,1.95,GROW,0.62,0.13,
2025-11-08T23:42:26,Finance,0.9999712953473119,0.9999732638970613,1.95,GROW,0.6224999999999999,0.13,
2025-11-08T23:42:27,Finance,-0.5253312719573908,-0.5242379576352352,1.95,STABILIZE,0.6249999999999999,0.13,
2025-11-08T23:42:28,Finance,-0.33702734123694983,-0.3331559718799085,1.95,STABILIZE,0.6224999999999999,0.13,
2025-11-08T23:42:29,Finance,0.9999998621847193,0.9999998465036454,0.15132251573555205,PROTECT,0.62,0.13,
2025-11-08T23:42:30,Finance,-0.4282871747094285,-0.42707185710392603,1.95,STABILIZE,0.6224999999999999,0.13,
2025-11-08T23:42:31,Finance,0.9999813648405779,0.999980033170678,1.95,GROW,0.62,0.13,
2025-11-08T23:42:32,Finance,-0.08555713457941502,-0.08703844255477688,1.95,STABILIZE,0.6224999999999999,0.13,
2025-11-08T23:42:33,Finance,0.15834523201171155,0.1562413213355407,1.95,STABILIZE,0.62,0.13,
2025-11-08T23:42:34,Finance,0.8759893899741328,0.8742782883893833,1.95,GROW,0.6175,0.13,
2025-11-08T23:42:35,Finance,-0.7823080848432561,-0.7832479921863857,1.95,STABILIZE,0.62,0.13,
2025-11-08T23:42:36,Finance,-0.7713532926438195,-0.7701243904385241,1.95,STABILIZE,0.6175,0.13,
