trigger_idx,Symbol,Date_trigger,Close_trigger,bar_count,s_n,delta_s_n,F_n,B_k,M_k,D_k,Date_fwd20gates,Close_fwd20gates,n_calendar_days_to_fwd20gates,fwd_return_20gates,Date_fwd20cal,Close_fwd20cal,fwd_return_20cal,Date_fwd20bars,Close_fwd20bars,fwd_return_20bars
23,PNQI,2020-04-03,24.05,2,0.9550169284419724,0.7149839840198337,1.3592915270598596,-0.05046149001976655,0.30462462001883317,1,2020-05-04,28.696,31,0.1931808731808732,2020-05-04,28.696,0.1931808731808732,2020-05-04,28.696,0.1931808731808732
24,PIZ,2020-04-03,21.78,2,0.957874558026641,0.7114877133125816,1.3852935867501155,-0.056075524334433156,0.3113340363334099,1,2020-05-04,24.15,31,0.10881542699724506,2020-05-04,24.15,0.10881542699724506,2020-05-04,24.15,0.10881542699724506
25,PFM,2020-04-03,24.1591,2,0.9675280051653883,0.7193372343004496,1.4144750806626258,-0.06013752630966355,0.3317107404435892,1,2020-05-04,26.682,31,0.1044285590108903,2020-05-04,26.682,0.1044285590108903,2020-05-04,26.682,0.1044285590108903
26,PESI,2020-04-03,5.15,2,0.9604857493794194,0.7136658671384849,1.3613570926061462,-0.049160874113668415,0.3170665265471456,1,2020-05-08,5.85,35,0.13592233009708724,2020-05-01,5.71,0.10873786407766982,2020-05-04,5.69,0.10485436893203884
27,PEBO,2020-04-03,20.27,2,0.9563995862262454,0.7157346508693652,1.414379871062476,-0.06370479650577332,0.3075435059387072,1,2020-05-04,22.805,31,0.12506166748889985,2020-05-04,22.805,0.12506166748889985,2020-05-04,22.805,0.12506166748889985
28,PEBK,2020-04-03,16.14,2,0.957209651834971,0.7164787085719664,1.3581969291314824,-0.049410367861984536,0.30950501906380384,1,2020-05-04,17.78,31,0.10161090458488231,2020-05-04,17.78,0.10161090458488231,2020-05-04,17.78,0.10161090458488231
29,PDM,2020-04-03,15.33,2,0.9556012956616492,0.7148646189262788,1.374874859454668,-0.05414522170045441,0.3059234100755528,1,2020-05-04,16.24,31,0.0593607305936072,2020-05-04,16.24,0.0593607305936072,2020-05-04,16.24,0.0593607305936072
30,LEGR,2020-04-03,23.84,2,0.9627950078151383,0.7112033610394288,1.3963007171037127,-0.05724853656995234,0.3222398891788504,1,2020-05-04,26.3499,31,0.10528104026845646,2020-05-04,26.3499,0.10528104026845646,2020-05-04,26.3499,0.10528104026845646
31,PDBC,2020-04-03,12.07,2,0.9556608086238932,0.7178343429199848,1.3543190979128124,-0.04893862264838317,0.3058794801713872,1,2020-05-08,11.78,35,-0.024026512013256084,2020-05-04,11.44,-0.05219552609776311,2020-05-04,11.44,-0.05219552609776311
32,OPRT,2020-04-03,6.78,2,0.9584240244855442,0.7104790694896692,1.4094318505686658,-0.06195871342167014,0.3125756832866926,1,2020-05-04,7.29,31,0.07522123893805306,2020-05-04,7.29,0.07522123893805306,2020-05-04,7.29,0.07522123893805306
33,OMFS,2020-04-03,17.5724,2,0.9606075537858332,0.7126642634684146,1.3865454300854907,-0.055468122393633496,0.3173383800065467,1,2020-05-07,20.7846,34,0.18279802417427346,2020-05-01,20.6494,0.1751041405840979,2020-05-07,20.7846,0.18279802417427346
34,OMFL,2020-04-03,25.02,2,0.9586645572778324,0.7156605214177302,1.4052975263015057,-0.06072158937185914,0.31269838153090046,1,2020-05-04,28.97,31,0.15787370103916865,2020-05-04,28.97,0.15787370103916865,2020-05-04,28.97,0.15787370103916865
35,OI,2020-04-03,5.62,2,0.9604678696938825,0.7089168429843588,1.4879213763775274,-0.07949422245542523,0.3166104528331259,1,2020-05-04,7.74,31,0.37722419928825623,2020-05-04,7.74,0.37722419928825623,2020-05-04,7.74,0.37722419928825623
36,OHI,2020-04-03,24.1,2,0.9560199677133957,0.7155658371122037,1.3656545580787816,-0.051692931490148,0.30685223401573714,1,2020-05-04,27.22,31,0.12946058091286294,2020-05-04,27.22,0.12946058091286294,2020-05-04,27.22,0.12946058091286294
37,OEC,2020-04-03,6.35,2,0.9548107723675772,0.7144135179166659,1.36972517693141,-0.053138381536382805,0.30416364690416914,1,2020-05-04,8.19,31,0.28976377952755905,2020-05-04,8.19,0.28976377952755905,2020-05-04,8.19,0.28976377952755905
38,NWFL,2020-04-03,23.3,2,0.9583731312916023,0.7174049695164176,1.3694000719895971,-0.05179587131777656,0.3120156645479668,1,2020-05-04,22.56,31,-0.0317596566523606,2020-05-04,22.56,-0.0317596566523606,2020-05-04,22.56,-0.0317596566523606
39,NVST,2020-04-03,12.98,2,0.9565919746131345,0.7126608301167954,1.4022296498402063,-0.06068989823896773,0.3082773696880647,1,2020-05-04,18.83,31,0.4506933744221878,2020-05-04,18.83,0.4506933744221878,2020-05-04,18.83,0.4506933744221878
40,PBYI,2020-04-03,7.01,2,0.956767015695689,0.719761196175031,1.35841000547817,-0.049536336432677866,0.3082269820409604,1,2020-05-04,10.34,31,0.47503566333808844,2020-05-04,10.34,0.47503566333808844,2020-05-04,10.34,0.47503566333808844
41,LEGH,2020-04-03,8.59,2,0.9548750176736951,0.711658180409723,1.399806754881625,-0.06066118688977337,0.30444202009332205,1,2020-05-04,10.53,31,0.22584400465657736,2020-05-04,10.53,0.22584400465657736,2020-05-04,10.53,0.22584400465657736
42,KNOP,2020-04-03,9.26,2,0.9545651911766428,0.7178423651863166,1.3629963607652487,-0.05146797405659624,0.3033336765000498,1,2020-05-04,13.95,31,0.5064794816414686,2020-05-04,13.95,0.5064794816414686,2020-05-04,13.95,0.5064794816414686
43,KN,2020-04-03,12.86,2,0.9614926828392373,0.7163477034008796,1.359542452759186,-0.04830161695983762,0.3190746644768702,1,2020-05-04,14.82,31,0.1524105754276828,2020-05-04,14.82,0.1524105754276828,2020-05-04,14.82,0.1524105754276828
44,IGLB,2020-04-03,61.5,2,0.9552669717446144,0.7118045969337687,1.3746718288599422,-0.05427837736799232,0.30541331098881375,1,2020-05-04,66.54,31,0.08195121951219522,2020-05-04,66.54,0.08195121951219522,2020-05-04,66.54,0.08195121951219522
45,IEZ,2020-04-03,5.93,2,0.9688804133799908,0.7122410187189465,1.3880337350240926,-0.05316045856245596,0.33524032340557386,1,2020-05-04,7.46,31,0.25801011804384494,2020-05-04,7.46,0.25801011804384494,2020-05-04,7.46,0.25801011804384494
46,IDV,2020-04-03,21.21,2,0.9648325205324018,0.7059733116548155,1.484175716385011,-0.07737393751901017,0.3264235177409345,1,2020-05-04,23.18,31,0.09288071664309282,2020-05-04,23.18,0.09288071664309282,2020-05-04,23.18,0.09288071664309282
47,IDNA,2020-04-03,26.21,2,0.9604714199405544,0.7054938716343565,1.3869893113057943,-0.05579743166662236,0.31762945676095433,1,2020-05-04,32.16,31,0.2270125906142692,2020-05-04,32.16,0.2270125906142692,2020-05-04,32.16,0.2270125906142692
48,IDMO,2020-04-03,22.33,2,0.9613086031707749,0.71377378944814,1.395858359606148,-0.057553324774623396,0.3187658458913797,1,2020-05-27,26.0406,54,0.1661710703090015,2020-05-01,24.354,0.09064039408867,2020-05-27,26.0406,0.1661710703090015
49,IBN,2020-04-03,7.23,2,0.9654033884035982,0.7156921150988194,1.389078531080255,-0.054471489526927416,0.3275471182588994,1,2020-05-04,8.96,31,0.23928077455048413,2020-05-04,8.96,0.23928077455048413,2020-05-04,8.96,0.23928077455048413
50,HYS,2020-04-03,83.1,2,0.9585854720771989,0.716706594877414,1.3680636944842024,-0.05140724454550276,0.312554892964223,1,2020-05-04,87.29,31,0.05042117930204588,2020-05-04,87.29,0.05042117930204588,2020-05-04,87.29,0.05042117930204588
51,XSHD,2020-04-03,12.5,2,0.959755116182718,0.7176912671725341,1.3832498961914024,-0.054798988367404,0.3150386112194634,1,2020-05-04,14.8951,31,0.19160799999999995,2020-05-04,14.8951,0.19160799999999995,2020-05-04,14.8951,0.19160799999999995
52,IGRO,2020-04-03,43.22,2,0.9597495519539486,0.7126059742596913,1.413822620566789,-0.06258768192140572,0.31534965592432107,1,2020-05-04,47.0504,31,0.08862563627950033,2020-05-04,47.0504,0.08862563627950033,2020-05-04,47.0504,0.08862563627950033
53,HUN,2020-04-03,12.93,2,0.9543295795756207,0.7162525197067096,1.3550953573187816,-0.04962266416344137,0.3029491431954019,1,2020-05-04,15.17,31,0.1732405259087394,2020-05-04,15.17,0.1732405259087394,2020-05-04,15.17,0.1732405259087394
54,HMC,2020-04-03,19.86,2,0.9592153601920175,0.715990206189327,1.3870718936721675,-0.055974060352945096,0.3139633338881165,1,2020-05-04,22.71,31,0.14350453172205446,2020-05-04,22.71,0.14350453172205446,2020-05-04,22.71,0.14350453172205446
55,HLIT,2020-04-03,5.54,2,0.9594902485563399,0.7160691143428107,1.360592687984119,-0.04924780264682493,0.314656212190827,1,2020-05-04,5.62,31,0.014440433212996403,2020-05-04,5.62,0.014440433212996403,2020-05-04,5.62,0.014440433212996403
56,HEZU,2020-04-03,22.88,2,0.9550517000030311,0.716906464767249,1.4068133916560397,-0.062219690660635124,0.30438684273815203,1,2020-05-04,24.78,31,0.08304195804195814,2020-05-04,24.78,0.08304195804195814,2020-05-04,24.78,0.08304195804195814
57,HERO,2020-04-03,16.3124,2,0.9658451905648339,0.7093201870315398,1.3679464897648037,-0.04913079220719693,0.32908794267834307,1,2020-05-04,17.53,31,0.07464260317304633,2020-05-04,17.53,0.07464260317304633,2020-05-04,17.53,0.07464260317304633
58,HEDJ,2020-04-03,24.99,2,0.955238489813406,0.7138650509187726,1.4031633571867381,-0.06132610368471251,0.3050819161801534,1,2020-05-04,27.42,31,0.09723889555822343,2020-05-04,27.42,0.09723889555822343,2020-05-04,27.42,0.09723889555822343
59,HCSG,2020-04-03,20.8,2,0.9601834622177804,0.71985409255085,1.4077091240785298,-0.06074005916972954,0.31573289716586583,1,2020-05-04,25.13,31,0.20817307692307682,2020-05-04,25.13,0.20817307692307682,2020-05-04,25.13,0.20817307692307682
60,HAUZ,2020-04-03,20.03,2,0.9678514966077346,0.7160831746382474,1.3771771120535017,-0.05064324142705878,0.33278193472758066,1,2020-05-04,21.8,31,0.08836744882675983,2020-05-04,21.8,0.08836744882675983,2020-05-04,21.8,0.08836744882675983
61,GVAL,2020-04-03,14.9814,2,0.9606917840277889,0.7156271299161392,1.3863361890312578,-0.05531648797604955,0.3172798904599726,1,2020-05-04,15.89,31,0.060648537519857944,2020-05-04,15.89,0.060648537519857944,2020-05-04,15.89,0.060648537519857944
62,HTGC,2020-04-03,6.64,2,0.9652696953892321,0.7187671772669435,1.357236258011634,-0.04638606678550966,0.32710590621291713,1,2020-05-04,9.94,31,0.49698795180722893,2020-05-04,9.94,0.49698795180722893,2020-05-04,9.94,0.49698795180722893
63,PPTY,2020-04-03,21.8636,2,0.9663707286049028,0.7076955912128062,1.3597348100165985,-0.046912676067657914,0.3303730076235391,1,2020-05-04,24.77,31,0.1329332772279038,2020-05-04,24.77,0.1329332772279038,2020-05-04,24.77,0.1329332772279038
64,IHAK,2020-04-03,23.8084,2,0.9564905859250268,0.7125298179002914,1.361538798241412,-0.05058040633527579,0.30819118421253466,1,2020-05-04,27.2482,31,0.14447841938139488,2020-05-04,27.2482,0.14447841938139488,2020-05-04,27.2482,0.14447841938139488
65,IHF,2020-04-03,30.628,2,0.9549435592482114,0.7158255680476295,1.3831357250621408,-0.056394501191143545,0.30430681395986414,1,2020-05-04,36.968,31,0.2070001305994516,2020-05-04,36.968,0.2070001305994516,2020-05-04,36.968,0.2070001305994516
66,KIE,2020-04-03,23.09,2,0.9553876436017938,0.7109398104950235,1.3868658270115597,-0.0572935616722911,0.30572191908682533,1,2020-05-04,25.17,31,0.09008228670420103,2020-05-04,25.17,0.09008228670420103,2020-05-04,25.17,0.09008228670420103
67,KHC,2020-04-03,25.32,2,0.9576357738887707,0.7139648936819902,1.3953435150260105,-0.058604397593434374,0.310556480651253,1,2020-05-04,28.93,31,0.14257503949447076,2020-05-04,28.93,0.14257503949447076,2020-05-04,28.93,0.14257503949447076
68,KDP,2020-04-03,23.8,2,0.9613377619195512,0.7127113025288263,1.3609981147035932,-0.04880635655192686,0.3190299172398384,1,2020-05-04,26.02,31,0.0932773109243697,2020-05-04,26.02,0.0932773109243697,2020-05-04,26.02,0.0932773109243697
69,KBWY,2020-04-03,14.21,2,0.96341192373002,0.7149759743694905,1.374993873923534,-0.05158392579190866,0.3233411833682742,1,2020-05-04,17.3849,31,0.2234271639690357,2020-05-04,17.3849,0.2234271639690357,2020-05-04,17.3849,0.2234271639690357
70,KBWD,2020-04-03,9.28,2,0.9645966991203162,0.7190130316390548,1.3736861266893374,-0.05076403108654144,0.3255817935979727,1,2020-05-04,12.11,31,0.30495689655172414,2020-05-04,12.11,0.30495689655172414,2020-05-04,12.11,0.30495689655172414
71,JQUA,2020-04-03,24.66,2,0.9544206707221641,0.7142289589583204,1.4047777677413626,-0.06197976512679978,0.30316379298130003,1,2020-05-04,28.03,31,0.1366585563665856,2020-05-04,28.03,0.1366585563665856,2020-05-04,28.03,0.1366585563665856
72,JHEM,2020-04-03,19.15,2,0.9671697856675401,0.7162770221643375,1.497533497404313,-0.07981994172673412,0.33054985746172494,1,2020-05-04,20.75,31,0.08355091383812019,2020-05-04,20.75,0.08355091383812019,2020-05-04,20.75,0.08355091383812019
73,JBGS,2020-04-03,28.19,2,0.9608240445775734,0.714182176705739,1.3764938254754036,-0.05283637799032426,0.31772401188826893,1,2020-05-04,32.39,31,0.14898900319262146,2020-05-04,32.39,0.14898900319262146,2020-05-04,32.39,0.14898900319262146
74,IHDG,2020-04-03,29.59,2,0.9581146835449584,0.7132439410304245,1.393154858877275,-0.05792009610882436,0.3117032525707738,1,2020-05-04,32.09,31,0.08448800270361621,2020-05-04,32.09,0.08448800270361621,2020-05-04,32.09,0.08448800270361621
75,IYK,2020-04-03,35.7167,2,0.9648677266324162,0.7176985991845031,1.392011304984086,-0.055337954448737674,0.3262179394049993,1,2020-05-04,38.98,31,0.09136622364328154,2020-05-04,38.98,0.09136622364328154,2020-05-04,38.98,0.09136622364328154
76,IUS,2020-04-03,20.46,2,0.957245658860126,0.714028095120223,1.3939351451353632,-0.05837728022984548,0.3096737809973455,1,2020-05-04,23.27,31,0.13734115347018566,2020-05-04,23.27,0.13734115347018566,2020-05-04,23.27,0.13734115347018566
77,ISTR,2020-04-03,10.97,2,0.9684056493148511,0.7195695191930069,1.4003275801671031,-0.05625982426323495,0.33359682248463574,1,2020-05-04,12.34,31,0.12488605287146756,2020-05-04,12.34,0.12488605287146756,2020-05-04,12.34,0.12488605287146756
78,IPOS,2020-04-03,20.7499,2,0.9566828011128616,0.717859338005261,1.3506658897143569,-0.047678611397778015,0.3082196438511472,1,2020-05-04,23.289,31,0.1223668547800231,2020-05-04,23.289,0.1223668547800231,2020-05-04,23.289,0.1223668547800231
79,IPKW,2020-04-03,22.34,2,0.95824280137295,0.7108255162388417,1.3919105104172713,-0.05762589816020769,0.31219658564875863,1,2020-05-04,25.07,31,0.12220232766338408,2020-05-04,25.07,0.12220232766338408,2020-05-04,25.07,0.12220232766338408
80,INVH,2020-04-03,19.37,2,0.9603728956242239,0.7123058219056664,1.4093222219098787,-0.06126950531083278,0.3167746495996975,1,2020-05-04,22.79,31,0.17656169334021674,2020-05-04,22.79,0.17656169334021674,2020-05-04,22.79,0.17656169334021674
81,INDS,2020-04-03,26.42,2,0.9594253877024769,0.7056125290468065,1.377824873154616,-0.05383793712794781,0.3153235432027504,1,2020-05-04,28.7791,31,0.08929220287660855,2020-05-04,28.7791,0.08929220287660855,2020-05-04,28.7791,0.08929220287660855
82,IMTM,2020-04-03,25.12,2,0.9652694864088516,0.7124851487876764,1.3916426361997516,-0.05524204000492372,0.3275153750220361,1,2020-05-04,28.05,31,0.11664012738853502,2020-05-04,28.05,0.11664012738853502,2020-05-04,28.05,0.11664012738853502
83,IMAX,2020-04-03,9.33,2,0.9561023758802244,0.7143513070033009,1.3634009959170665,-0.05113247864199664,0.30714896493108895,1,2020-05-04,11.83,31,0.2679528403001072,2020-05-04,11.83,0.2679528403001072,2020-05-04,11.83,0.2679528403001072
84,IVLU,2020-04-03,16.83,2,0.9641816540921043,0.7152585273700469,1.379636066047778,-0.05249472077707924,0.32497483713456493,1,2020-05-04,17.99,31,0.06892453951277482,2020-05-04,17.99,0.06892453951277482,2020-05-04,17.99,0.06892453951277482
85,GUNR,2020-04-03,22.52,2,0.9560431368772321,0.703112287479918,1.4911072773446317,-0.08169944726732556,0.3071187588989582,1,2020-05-04,25.23,31,0.12033747779751336,2020-05-04,25.23,0.12033747779751336,2020-05-04,25.23,0.12033747779751336
86,PROF,2020-04-03,9.75,2,0.9583197224164838,0.7157569091329498,1.3587504321109942,-0.04918965339655995,0.3120673604243222,1,2020-05-04,12.21,31,0.2523076923076924,2020-05-04,12.21,0.2523076923076924,2020-05-04,12.21,0.2523076923076924
87,PSTL,2020-04-03,15.19,2,0.9640072616398143,0.7172144285652419,1.3662957373957378,-0.04913718838420862,0.3244773980719595,1,2020-05-05,16.0,32,0.05332455562870313,2020-05-04,15.9,0.046741277156023754,2020-05-04,15.9,0.046741277156023754
88,UST,2020-04-03,76.15,2,0.9655812804636043,0.7091244444311426,1.361978435094282,-0.04771227736325037,0.3285563004269279,1,2020-05-04,75.82,31,-0.004333552199606205,2020-05-04,75.82,-0.004333552199606205,2020-05-04,75.82,-0.004333552199606205
89,USSG,2020-04-03,22.94,2,0.9545321383931895,0.7139756078046163,1.3981303232897806,-0.0602989616396585,0.3034642006070848,1,2020-05-04,26.1,31,0.13775065387968613,2020-05-04,26.1,0.13775065387968613,2020-05-04,26.1,0.13775065387968613
90,USRT,2020-04-03,35.36,2,0.9591562913987718,0.7149875767150897,1.3671500915018844,-0.051028441142593285,0.3139791291422469,1,2020-05-04,40.67,31,0.15016968325791863,2020-05-04,40.67,0.15016968325791863,2020-05-04,40.67,0.15016968325791863
91,USAU,2020-04-03,5.08,2,0.9599629064247608,0.7182662113096656,1.3533629063315329,-0.04722333009573197,0.31554980089701595,1,2020-05-06,5.04,33,-0.007874015748031503,2020-05-04,5.1,0.003937007874015664,2020-05-04,5.1,0.003937007874015664
92,USAI,2020-04-03,10.7704,2,0.961207877955404,0.7154869323801376,1.3905637893981142,-0.05621371484446949,0.31841866324748963,1,2020-05-04,14.5226,31,0.34838074723315754,2020-05-04,14.5226,0.34838074723315754,2020-05-04,14.5226,0.34838074723315754
93,URA,2020-04-03,8.8,2,0.9557538047751976,0.717249195091612,1.3511171481428328,-0.0481234397687135,0.3061515842555433,1,2020-05-04,10.98,31,0.24772727272727268,2020-05-04,10.98,0.24772727272727268,2020-05-04,10.98,0.24772727272727268
94,UMH,2020-04-03,9.95,2,0.9668229003299198,0.7153945912035289,1.3734513463434288,-0.05005429258792392,0.3306619924732444,1,2020-05-04,12.3,31,0.23618090452261323,2020-05-04,12.3,0.23618090452261323,2020-05-04,12.3,0.23618090452261323
95,UGE,2020-04-03,8.056,2,0.9615838141410944,0.7138366524550654,1.3687316513404508,-0.0506415734209906,0.31945390973639637,1,2020-05-04,9.5136,31,0.18093346573982141,2020-05-04,9.5136,0.18093346573982141,2020-05-04,9.5136,0.18093346573982141
96,UEVM,2020-04-03,32.2073,2,0.9564823480864436,0.7045899509402245,1.485376568376687,-0.0801087713798667,0.30801667026352086,1,2020-05-04,35.3827,31,0.09859255510396722,2020-05-04,35.3827,0.09859255510396722,2020-05-04,35.3827,0.09859255510396722
97,UDR,2020-04-03,31.62,2,0.9656159259435083,0.7198418392638495,1.4143578293357773,-0.060697276883845054,0.3275821697160774,1,2020-05-04,36.54,31,0.15559772296015173,2020-05-04,36.54,0.15559772296015173,2020-05-04,36.54,0.15559772296015173
98,UBS,2020-04-03,8.84,2,0.9638464672753421,0.7107735086132532,1.3598408462375848,-0.047715802692721285,0.32468100220888946,1,2020-05-05,9.66,32,0.09276018099547514,2020-05-04,10.16,0.14932126696832582,2020-05-04,10.16,0.14932126696832582
99,TY,2020-04-03,20.01,2,0.9602641973665221,0.7155299410561964,1.369048127354507,-0.05112097928257158,0.31639575591149655,1,2020-05-04,22.77,31,0.1379310344827585,2020-05-04,22.77,0.1379310344827585,2020-05-04,22.77,0.1379310344827585
100,TS,2020-04-03,12.42,2,0.954356140176015,0.7121276573654259,1.3850508270404875,-0.057151363928558505,0.30325583621544244,1,2020-05-04,13.54,31,0.09017713365539447,2020-05-04,13.54,0.09017713365539447,2020-05-04,13.54,0.09017713365539447
101,TPSC,2020-04-03,15.7266,2,0.9635077569599153,0.7127933425198885,1.3933637928830807,-0.05623928966002298,0.3236717916819649,1,2020-05-04,18.4597,31,0.17378835857718783,2020-05-04,18.4597,0.17378835857718783,2020-05-04,18.4597,0.17378835857718783
102,TPLC,2020-04-03,19.6,2,0.9609733747326407,0.712480216667952,1.383920988453661,-0.054693898769770724,0.3181713337264709,1,2020-05-04,22.67,31,0.15663265306122448,2020-05-04,22.67,0.15663265306122448,2020-05-04,22.67,0.15663265306122448
103,TPIF,2020-04-03,18.8177,2,0.9684568523963357,0.7184580958363271,1.3849092852377407,-0.05235145450831927,0.33384450051141745,1,2020-05-04,20.3214,31,0.07990880925936762,2020-05-04,20.3214,0.07990880925936762,2020-05-04,20.3214,0.07990880925936762
