trade_idx,ticker,entry_date,bar_count_at_entry,spy_dk_at_entry,species_classification,W1,W2,W3,cohort,days_held,pnl_pct,exit_reason
373,LND,2022-09-26,626,0,,False,False,False,noW3,4,0.025641,exit_a_not_accumulate
374,GNE,2022-09-14,619,0,,False,False,False,noW3,21,-0.078974,exit_a_not_accumulate
375,NMRK,2022-10-04,633,0,,False,False,False,noW3,7,-0.034091,exit_a_not_accumulate
376,TCI,2022-10-10,621,0,,False,False,False,noW3,2,0.016779,exit_a_not_accumulate
377,GDYN,2022-10-10,637,0,,False,False,False,noW3,2,-0.105365,exit_f_catastrophic
378,TIPT,2022-10-11,638,0,,False,False,False,noW3,1,0.013321,exit_a_not_accumulate
379,DVA,2022-10-25,648,0,,False,False,False,noW3,3,-0.266126,exit_f_catastrophic
380,NRP,2022-10-26,649,0,,False,False,False,noW3,5,0.011664,exit_a_not_accumulate
381,PRLB,2022-10-25,648,0,,False,False,False,noW3,7,-0.024255,exit_a_not_accumulate
382,ULBI,2022-10-26,649,0,,False,False,False,noW3,7,-0.061265,exit_a_not_accumulate
383,ALCO,2022-10-18,643,0,,False,False,False,noW3,16,0.060145,exit_a_not_accumulate
384,QLD,2022-10-28,651,0,,False,False,False,noW3,6,-0.129286,exit_f_catastrophic
385,SMCI,2022-10-31,652,0,,False,False,False,noW3,3,0.135328,exit_a_not_accumulate
386,BSVN,2022-11-03,651,0,,False,False,False,noW3,4,0.010348,exit_a_not_accumulate
387,CRTO,2022-11-01,653,0,,False,False,False,noW3,7,-0.061815,exit_a_not_accumulate
388,GFF,2022-09-28,629,0,,False,False,False,noW3,43,0.165463,exit_a_not_accumulate
389,GCBC,2022-10-03,630,0,,False,False,False,noW3,38,0.2,exit_a_not_accumulate
390,YXI,2022-10-25,648,0,,False,False,False,noW3,16,-0.110829,exit_f_catastrophic
391,QLD,2022-11-03,655,0,,False,False,False,noW3,7,0.126159,exit_a_not_accumulate
392,APA,2022-10-04,633,0,,False,False,False,noW3,38,0.247059,exit_a_not_accumulate
393,CPRX,2022-11-03,655,0,,False,False,False,noW3,8,0.041252,exit_a_not_accumulate
394,EDN,2022-11-04,655,0,,False,False,False,noW3,7,-0.061644,exit_a_not_accumulate
395,OXY,2022-11-04,656,0,,False,False,False,noW3,7,0.003781,exit_a_not_accumulate
396,RYAAY,2022-10-20,645,0,,False,False,False,noW3,28,0.217171,exit_a_not_accumulate
397,MBI,2022-11-11,661,0,,False,False,False,noW3,7,-0.029167,exit_a_not_accumulate
398,CSV,2022-11-11,661,0,,False,False,False,noW3,7,-0.050493,exit_a_not_accumulate
399,CLFD,2022-11-18,666,0,,False,False,False,noW3,3,0.017478,exit_a_not_accumulate
400,ARI,2022-11-03,655,0,,False,False,False,noW3,20,0.102116,exit_a_not_accumulate
401,MANU,2022-11-23,669,0,,False,False,False,noW3,2,0.0605,exit_a_not_accumulate
402,FN,2022-11-22,668,0,,False,False,False,noW3,7,-0.014869,exit_a_not_accumulate
403,YXI,2022-11-10,660,0,,False,False,False,noW3,20,-0.105993,exit_f_catastrophic
404,MOS,2022-11-21,667,0,,False,False,False,noW3,9,0.035527,exit_a_not_accumulate
405,VMD,2022-11-23,669,0,,False,False,False,noW3,7,0.020862,exit_a_not_accumulate
406,REX,2022-11-14,662,0,,False,False,False,noW3,17,0.096257,exit_a_not_accumulate
407,MEC,2022-11-29,672,0,,False,False,False,noW3,2,0.035966,exit_a_not_accumulate
408,AVXL,2022-12-02,675,0,,False,False,False,noW3,3,-0.203658,exit_f_catastrophic
409,VET,2022-11-30,673,0,,False,False,False,noW3,6,-0.106447,exit_f_catastrophic
410,DHT,2022-11-29,672,0,,False,False,False,noW3,8,-0.115,exit_f_catastrophic
411,UTI,2022-11-21,667,0,,False,False,False,noW3,17,-0.028378,exit_a_not_accumulate
412,APA,2022-11-14,662,0,,False,False,False,noW3,25,-0.117808,exit_f_catastrophic
413,CPHC,2022-12-01,619,0,,False,False,False,noW3,11,-0.109964,exit_f_catastrophic
414,ASC,2022-11-18,666,0,,False,False,False,noW3,28,-0.001347,exit_a_not_accumulate
415,DXC,2022-11-04,656,0,,False,False,False,noW3,45,-0.065155,exit_a_not_accumulate
416,SFM,2022-11-18,666,0,,False,False,False,noW3,32,0.013386,exit_a_not_accumulate
417,JILL,2022-12-14,683,0,,False,False,False,noW3,7,-0.059235,exit_a_not_accumulate
418,SCVL,2022-12-16,685,0,,False,False,False,noW3,6,0.013793,exit_a_not_accumulate
419,UTI,2022-12-16,685,0,,False,False,False,noW3,11,-0.076923,exit_a_not_accumulate
420,HRB,2022-10-18,643,0,,False,False,False,noW3,71,-0.106673,exit_f_catastrophic
421,CPHC,2022-12-12,626,0,,False,False,False,noW3,16,0.248,exit_a_not_accumulate
422,CMCL,2022-12-22,689,0,,False,False,False,noW3,7,0.024272,exit_a_not_accumulate
423,APEI,2022-12-12,681,0,,False,False,False,noW3,18,-0.106182,exit_f_catastrophic
424,FMAO,2022-12-05,675,0,,False,False,False,noW3,29,-0.074186,exit_a_not_accumulate
425,VET,2022-12-06,677,0,,False,False,False,noW3,28,-0.143177,exit_f_catastrophic
426,GCBC,2022-12-27,689,0,,False,False,False,noW3,7,-0.011026,exit_a_not_accumulate
427,YXI,2022-11-30,673,0,,False,False,False,noW3,35,-0.136588,exit_f_catastrophic
428,APA,2022-12-09,680,0,,False,False,False,noW3,27,-0.012766,exit_a_not_accumulate
429,AGYS,2022-12-30,694,0,,False,False,False,noW3,11,-0.02261,exit_a_not_accumulate
430,USAU,2023-01-04,696,0,,False,False,False,noW3,7,-0.040076,exit_a_not_accumulate
431,APEI,2022-12-30,694,0,,False,False,False,noW3,13,0.072065,exit_a_not_accumulate
432,FRO,2023-01-10,700,0,,False,False,False,noW3,2,0.005084,exit_a_not_accumulate
433,FID,2023-01-11,700,0,,False,False,False,noW3,1,0.006254,exit_a_not_accumulate
434,NCNA,2023-01-10,700,0,,False,False,False,noW3,7,0.025806,exit_a_not_accumulate
435,CNX,2022-09-27,628,0,,False,False,False,noW3,115,0.087442,exit_a_not_accumulate
436,CQQQ,2022-12-19,686,0,,False,False,False,noW3,35,0.190715,exit_a_not_accumulate
437,FXI,2022-12-20,687,0,,False,False,False,noW3,34,0.190217,exit_a_not_accumulate
438,XRX,2022-10-26,649,0,,False,False,False,noW3,91,0.197247,exit_a_not_accumulate
439,MEXX,2023-01-10,700,0,,False,False,False,noW3,17,0.197391,exit_a_not_accumulate
440,LVS,2022-12-27,691,0,,False,False,False,noW3,34,0.206336,exit_a_not_accumulate
441,ALCO,2023-01-23,708,0,,False,False,False,noW3,7,-0.055495,exit_a_not_accumulate
442,GCBC,2023-01-25,708,0,,False,False,False,noW3,6,0.052688,exit_a_not_accumulate
443,MBI,2022-12-27,691,0,,False,False,False,noW3,37,0.038369,exit_a_not_accumulate
444,ATMP,2022-11-22,668,0,,False,False,False,noW3,73,-0.010946,exit_a_not_accumulate
445,SOCL,2023-02-03,717,0,,False,False,False,noW3,3,0.001605,exit_a_not_accumulate
446,CRESY,2023-01-19,706,0,,False,False,False,noW3,19,-0.003049,exit_a_not_accumulate
447,VSAT,2023-02-01,715,0,,False,False,False,noW3,7,-0.158251,exit_f_catastrophic
448,EDN,2023-02-02,715,0,,False,False,False,noW3,6,0.002227,exit_a_not_accumulate
449,BV,2023-02-07,719,0,,False,False,False,noW3,1,0.084485,exit_a_not_accumulate
450,VSAT,2023-02-08,720,0,,False,False,False,noW3,1,0.00966,exit_a_not_accumulate
451,DHT,2022-12-07,678,0,,False,False,False,noW3,65,0.153333,exit_a_not_accumulate
452,FORM,2023-01-30,713,0,,False,False,False,noW3,14,0.152873,exit_a_not_accumulate
453,THRM,2023-02-08,720,0,,False,False,False,noW3,7,-0.030809,exit_a_not_accumulate
454,TCX,2023-01-25,710,0,,False,False,False,noW3,22,-0.044368,exit_a_not_accumulate
455,LYTS,2023-02-07,719,0,,False,False,False,noW3,9,0.055072,exit_a_not_accumulate
456,CQQQ,2023-01-26,711,0,,False,False,False,noW3,22,-0.106863,exit_f_catastrophic
457,HASI,2023-02-08,720,0,,False,False,False,noW3,13,-0.1096,exit_f_catastrophic
458,INTT,2023-01-20,707,0,,False,False,False,noW3,33,0.143511,exit_a_not_accumulate
459,FXI,2023-01-27,712,0,,False,False,False,noW3,26,-0.101521,exit_f_catastrophic
460,LTRX,2023-02-13,723,0,,False,False,False,noW3,9,-0.100358,exit_f_catastrophic
461,NHTC,2023-02-22,729,0,,False,False,False,noW3,1,0.103846,exit_a_not_accumulate
462,SCVL,2023-02-09,721,0,,False,False,False,noW3,18,-0.01693,exit_a_not_accumulate
463,OXY,2023-02-21,728,0,,False,False,False,noW3,7,-0.011479,exit_a_not_accumulate
464,HASI,2023-02-21,728,0,,False,False,False,noW3,7,-0.019051,exit_a_not_accumulate
465,DT,2023-02-03,717,0,,False,False,False,noW3,26,-0.100235,exit_f_catastrophic
466,AMPH,2023-02-01,715,0,,False,False,False,noW3,29,0.208755,exit_a_not_accumulate
467,FRD,2023-02-28,733,0,,False,False,False,noW3,2,0.030278,exit_a_not_accumulate
468,TENB,2023-01-27,712,0,,False,False,False,noW3,35,0.144272,exit_a_not_accumulate
469,ASYS,2023-02-22,729,0,,False,False,False,noW3,12,0.012632,exit_a_not_accumulate
470,PFGC,2023-03-03,736,0,,False,False,False,noW3,3,0.00121,exit_a_not_accumulate
471,CRESY,2023-02-13,723,0,,False,False,False,noW3,22,0.109799,exit_a_not_accumulate
472,PFGC,2023-03-07,738,0,,False,False,False,noW3,1,0.009221,exit_a_not_accumulate
473,ARI,2023-01-30,713,0,,False,False,False,noW3,38,-0.117253,exit_f_catastrophic
474,HDSN,2023-02-27,732,0,,False,False,False,noW3,10,-0.151186,exit_f_catastrophic
475,LYTS,2023-02-27,732,0,,False,False,False,noW3,11,-0.114081,exit_f_catastrophic
476,CRESY,2023-03-08,739,0,,False,False,False,noW3,2,-0.101989,exit_f_catastrophic
477,GLP,2023-01-23,708,0,,False,False,False,noW3,49,-0.102647,exit_f_catastrophic
478,SGC,2023-01-27,712,0,,False,False,False,noW3,45,-0.110429,exit_f_catastrophic
479,XRX,2023-02-02,716,0,,False,False,False,noW3,39,-0.105269,exit_f_catastrophic
480,FXI,2023-02-28,733,0,,False,False,False,noW3,13,-0.058783,exit_a_not_accumulate
481,CNTY,2023-03-10,741,0,,False,False,False,noW3,3,0.061493,exit_a_not_accumulate
482,CQQQ,2023-02-17,727,0,,False,False,False,noW3,26,-0.043595,exit_a_not_accumulate
483,LEGH,2022-12-22,689,0,,False,False,False,noW3,85,0.200224,exit_a_not_accumulate
484,DT,2023-03-01,734,0,,False,False,False,noW3,16,-0.075382,exit_a_not_accumulate
485,PBR,2023-02-28,733,0,,False,False,False,noW3,20,-0.102022,exit_f_catastrophic
486,LCUT,2023-03-14,743,0,,False,False,False,noW3,7,0.068841,exit_a_not_accumulate
487,Z,2023-02-27,732,0,,False,False,False,noW3,23,0.000477,exit_a_not_accumulate
488,ELA,2023-03-02,735,0,,False,False,False,noW3,20,-0.10929,exit_f_catastrophic
489,NSYS,2023-03-15,729,0,,False,False,False,noW3,7,-0.123723,exit_f_catastrophic
490,NVGS,2023-02-07,719,0,,False,False,False,noW3,45,0.015221,exit_a_not_accumulate
491,YELP,2023-02-22,729,0,,False,False,False,noW3,30,-0.02086,exit_a_not_accumulate
492,VNCE,2023-03-28,745,0,,False,False,False,noW3,1,0.004298,exit_a_not_accumulate
493,PBR,2023-03-20,747,0,,False,False,False,noW3,10,0.062563,exit_a_not_accumulate
494,MCRI,2023-03-13,742,0,,False,False,False,noW3,18,0.035181,exit_a_not_accumulate
495,OXY,2023-03-17,746,0,,False,False,False,noW3,14,0.066997,exit_a_not_accumulate
496,CSV,2023-02-21,728,0,,False,False,False,noW3,42,-0.116879,exit_f_catastrophic
