ticker,delta_bar,n_rows,classification
NWN,0.25576645732814995,1562,normal
NWPX,0.21058126892453674,1562,calm
NWS,0.2564690569964476,1547,normal
NWSA,0.26577431429685733,1539,normal
NXE,0.26706268873137434,1207,normal
NYF,0.22691123416466616,884,normal
NYT,0.2445639919861714,1561,normal
O,0.288698816034949,1561,volatile
OBOR,0.2689020508871015,1411,normal
OCCI,0.23739347783165643,977,normal
OCGN,0.15666726457985639,589,calm
ODC,0.1817642522966668,1517,calm
OEC,0.22802170827544616,1547,normal
OFG,0.21969919161197515,1557,normal
OFIX,0.24632528748906932,1554,normal
OFS,0.2608380554968513,1097,normal
OGI,0.1453482025913342,844,calm
OHI,0.23650347246707898,1558,normal
OI,0.27815607452423846,1548,volatile
OII,0.26413124618675077,1551,normal
OMAB,0.21874375198765922,1562,normal
OMER,0.19389550548761034,1432,calm
OMF,0.3343870666559281,1562,volatile
OMFL,0.2502683465448136,1557,normal
OMFS,0.28142481352451104,1548,volatile
ONEO,0.296147715057534,1555,volatile
ONEQ,0.2731678054388842,1562,volatile
OPCH,0.2451305983038565,1561,normal
OPER,0.24886239561684861,97,normal
OPRA,0.16602801523752897,1484,calm
OPRT,0.2658801228238204,1416,normal
OPRX,0.17999859239680882,1551,calm
OPTT,0.18863857395986153,278,calm
OR,0.200883585800162,1534,calm
ORC,0.19547568633054618,1166,calm
ORGO,0.23535593463693247,1195,normal
ORIC,0.20353467085028595,1499,calm
ORLY,0.2534604039362675,1560,normal
ORMP,0.16906575793078593,944,calm
OSCV,0.28983936733498145,1546,volatile
OSK,0.195900566029731,1561,calm
OSS,0.19134267571470578,944,calm
OSUR,0.18594376906571783,1158,calm
OTEX,0.23310521698586015,1559,normal
OTIS,0.27633062578023304,1560,volatile
OTLK,0.17752655135672477,1327,calm
OUT,0.2624184085410753,1553,normal
OVB,0.23206723156453368,654,normal
OVBC,0.23509806087337365,1452,normal
OVF,0.2753973741169904,1348,volatile
OVID,0.19664998884004187,644,calm
OVL,0.1955006495583967,1553,calm
OVLY,0.3071961705388544,1494,volatile
OVM,0.23126454019406872,445,normal
OXLC,0.20757805026162773,1492,calm
OXY,0.26980793732083724,1562,volatile
OZK,0.29833784343285663,1562,volatile
PAA,0.2732543072832067,1463,volatile
PAAS,0.2258765260039814,1560,normal
PAGP,0.2718645676290551,1478,volatile
PAHC,0.1606251375231225,1548,calm
PAPR,0.22075159735501754,817,normal
PAWZ,0.31696623710621885,1561,volatile
PAYS,0.21376561646901898,964,calm
PAYX,0.26162779804087466,1562,normal
PB,0.3193401004106086,1562,volatile
PBA,0.2741762250635035,1556,volatile
PBE,0.3339634104095031,1561,volatile
PBF,0.2972318931117556,1559,volatile
PBH,0.2791366969656552,1562,volatile
PBJ,0.29142579344658276,1547,volatile
PBP,0.23373964521453872,888,normal
PBR,0.2791946306168083,1514,volatile
PBT,0.2046130369940882,1339,calm
PBTP,0.1900667533002946,137,calm
PBUS,0.21081082284380936,1559,calm
PBYI,0.24535079690969921,1200,normal
PCAR,0.2693777130543544,1562,normal
PCB,0.28463004189049246,1514,volatile
PCY,0.24121199411545605,1081,normal
PCYO,0.2699246816214608,1379,volatile
PDBC,0.17587113898058876,1201,calm
PDEC,0.20812794294372647,1085,calm
PDM,0.23809501704604208,1391,normal
PDN,0.29352097707512825,1547,volatile
PDSB,0.1809933833869495,1108,calm
PEB,0.2678431741451755,1527,normal
PEBK,0.22164904085305157,1468,normal
PEBO,0.26182680883395576,1560,normal
PEJ,0.2558363967606251,1561,normal
PEP,0.2513848576911895,1561,normal
PERI,0.22199867370995746,1457,normal
PESI,0.2409414049606275,1324,normal
PEX,0.2732504980897938,1521,volatile
PFEB,0.24579761231453004,926,normal
PFFA,0.2248240093963956,1055,normal
PFFD,0.27019297487905136,899,volatile
PFG,0.2756427151753486,1562,volatile
PFGC,0.3266589883601082,1561,volatile
PFIG,0.2407623052145575,395,normal
PFM,0.2297853365385502,1532,normal
PFS,0.2641933609722497,1550,normal
PG,0.2828634739929569,1561,volatile
PGC,0.26368523280101985,1562,normal
PGF,0.2663559421757768,619,normal
PGHY,0.23876850634915564,411,normal
PGR,0.1631159582212938,1562,calm
PGX,0.21262817306845888,444,calm
PHDG,0.25420875926075404,1432,normal
PHG,0.23619281648152574,1560,normal
PHI,0.19300317170687603,1542,calm
PHO,0.27059329147803857,1561,volatile
PHYL,0.2448533393726988,891,normal
PICB,0.25001666944183026,1050,normal
PID,0.23273271536735057,1218,normal
PIE,0.2773572435905273,1468,volatile
PINS,0.19083124440850632,1562,calm
PIO,0.26657340146401287,1552,normal
PIPR,0.2395915535843471,1562,normal
PIZ,0.2435777928191371,1556,normal
PJAN,0.20258599972335856,1077,calm
PJP,0.3375513108916338,1561,volatile
PJUL,0.22014264109541215,1075,normal
PJUN,0.22623525397018318,917,normal
PKB,0.27362489592637174,1562,volatile
PKBK,0.28412882304907006,1522,volatile
PKE,0.2043185555768786,1472,calm
PKW,0.2753465769188064,1562,volatile
PKX,0.2131291488994519,1561,calm
PLAB,0.1624288545239247,1545,calm
PLAG,0.21917200002190204,1312,normal
PLAY,0.28961336730829573,1561,volatile
PLBC,0.2506571016851132,1553,normal
PLSE,0.20884394915903276,1485,calm
PLUG,0.18075741161403233,1323,calm
PLUS,0.24886010297673514,1561,normal
PMAR,0.21946236842903058,926,normal
PNNT,0.26233708852470633,623,normal
PNQI,0.26777508569546793,1562,normal
PNR,0.2950696906768781,1562,volatile
PNW,0.31989591279187646,1561,volatile
POR,0.2606823148302891,1560,normal
PPA,0.23860838898190925,1561,normal
PPC,0.2165682111127031,1548,normal
PPIH,0.21097407748238547,1298,calm
PPL,0.2772377158249551,1535,volatile
PPSI,0.18323358164342599,1192,calm
PPTY,0.28879443649252357,1539,volatile
PRAA,0.19864634535325762,1560,calm
PRDO,0.20928476606407848,1491,calm
PREF,0.28641254603921223,216,volatile
PRLB,0.13953277416455892,1561,calm
PROF,0.2445327685803769,1517,normal
PROV,0.26846988835745456,1232,normal
PRTA,0.1832186462287466,1552,calm
PRTH,0.2675959633759217,1272,normal
PRTS,0.12269445025725145,942,calm
PSC,0.2837968911907076,1559,volatile
PSCC,0.3105261136280753,1535,volatile
PSCD,0.25918066539632534,1545,normal
PSCM,0.3508854017146853,1519,volatile
PSCT,0.2701257298553407,1562,volatile
PSCU,0.2944845027659098,1551,volatile
PSEC,0.21340304758317824,567,calm
PSET,0.23334381586370442,1485,normal
PSI,0.19680271528861046,1562,calm
PSQ,0.23017325977428946,1557,normal
PSTL,0.29409230445516293,1351,volatile
PTBD,0.231570909105662,587,normal
PTCT,0.2616858615853681,1561,normal
PTEN,0.27848888021630497,1497,volatile
PTEU,0.24512522248287813,1248,normal
PTH,0.30674186184236385,1561,volatile
PTIN,0.24265694339749092,1282,normal
PTLC,0.2330244266779213,1316,normal
PTON,0.12756889221961007,1503,calm
PUK,0.2505865421445262,1559,normal
PULM,0.16897676162375994,1041,calm
PWB,0.25839058816943977,1562,normal
PWS,0.2698673086603233,1321,volatile
PWV,0.22954963752282057,1557,normal
PWZ,0.20981959192131933,581,calm
PXE,0.24533447773412853,1558,normal
PXF,0.2794295531593876,1559,volatile
PXH,0.27657204865154783,1436,volatile
PXLW,0.17446367780544786,1538,calm
PXS,0.17200277704838746,853,calm
PZG,0.17334349371284316,74,calm
QABA,0.2929897158395942,1562,volatile
QAI,0.2510590088044763,916,normal
QARP,0.2266976428142252,1540,normal
QAT,0.2630316217188107,1232,normal
QCLN,0.2707098111089437,1561,volatile
QCRH,0.29112011359528356,1562,volatile
QDF,0.20087112255698253,1561,calm
QEFA,0.2626811145914247,1561,normal
QEMM,0.25749463407697504,1561,normal
QFIN,0.2358936956303444,1561,normal
QGEN,0.2578131822844302,1562,normal
QGRO,0.2733845403989642,1562,volatile
QID,0.11959683596496026,1560,calm
QLC,0.20976255351075457,1559,calm
QLD,0.23966277310914527,1561,normal
QLV,0.2189971620203359,1556,normal
QLVD,0.2625431741776455,1350,normal
QMOM,0.2932121326104536,1562,volatile
QNST,0.26046714520212044,1547,normal
QQH,0.2832603790948374,1541,volatile
QQXT,0.2981953460305054,1557,volatile
QTWO,0.19249621586598387,1561,calm
RAAX,0.2503896405079403,1444,normal
RARE,0.1647793153926137,1561,calm
RAVE,0.24333551601971412,306,normal
RBBN,0.2558476365205416,907,normal
RBKB,0.23241477301469424,925,normal
RC,0.23445516949330011,1244,normal
RCEL,0.1579542581194661,1510,calm
RCI,0.25136749332317937,1559,normal
RCMT,0.19816672598314466,1319,calm
RDCM,0.2520234789918945,1339,normal
RDI,0.20983832779424297,578,calm
RDVT,0.26362177728216746,1556,normal
RDVY,0.22428636769341306,1560,normal
RDWR,0.23347214790623927,1543,normal
RDY,0.2789788943755228,1325,volatile
REAL,0.20260110440257828,1316,calm
REET,0.27058211138891675,1475,volatile
REG,0.279658937318112,1561,volatile
REGL,0.2870703160844543,1561,volatile
REK,0.21110383772911173,1374,calm
RELL,0.22779432433838892,1397,normal
RES,0.283629571915169,1289,volatile
REW,0.12656057232248866,1557,calm
REX,0.20813467996075724,1543,calm
REXR,0.2710824728912359,1562,volatile
REYN,0.2682984380069582,1537,normal
REZ,0.3212984376239389,1561,volatile
RF,0.26778580300892746,1556,normal
RFCI,0.23505895758309356,366,normal
RFFC,0.21051912169695253,1555,calm
RFG,0.2719305531092315,1562,volatile
RGCO,0.2963822576340875,1520,volatile
RGP,0.24267647792475613,1392,normal
RGR,0.24797852673183063,1561,normal
RGS,0.13963942185971567,1561,calm
RIG,0.26470748002901895,1190,normal
RIGL,0.19607388472255244,1560,calm
RIGS,0.24040523793017374,635,normal
RINF,0.2352421705602237,1235,normal
RING,0.17331857067136805,1562,calm
RLGT,0.2628830258207443,1104,normal
RLJ,0.22496435999464096,1370,normal
RLY,0.26045989947008313,1447,normal
RMAX,0.24709435262977592,1528,normal
RMBI,0.26606125528504565,1253,normal
RMCF,0.22924740990256967,817,normal
RMNI,0.2277764346621117,1039,normal
RMR,0.19865065553708922,1545,calm
RMTI,0.197189259321551,878,calm
RNA,0.1749299151691981,1486,calm
RNGR,0.270433383406316,1400,volatile
RNST,0.29615434680581065,1561,volatile
ROAD,0.18427344110894045,1561,calm
ROAM,0.2738847840665285,1426,volatile
RODM,0.2779999030122688,1453,volatile
ROKT,0.17781039340511356,1561,calm
ROL,0.23516371004095182,1562,normal
ROMO,0.23404215471613835,1309,normal
ROSC,0.26584835420621644,1549,normal
RPAR,0.25473561520185983,1143,normal
RPAY,0.2637826306895992,1420,normal
RPG,0.24708144367026352,1558,normal
RPRX,0.2710049425986304,1508,volatile
RRBI,0.30519308787669214,1561,volatile
RRGB,0.2233970348831275,1507,normal
RSSS,0.23224720634967208,388,normal
RTX,0.2204773284146841,1559,normal
RUN,0.21712905811466449,1560,normal
RUSHA,0.29511226059122075,1562,volatile
RUSHB,0.2997932545197072,1560,volatile
RVLV,0.19452413653682613,1561,calm
RVNU,0.24205116976433455,687,normal
RVSB,0.2476257679875037,720,normal
RWJ,0.24575064140092975,1562,normal
RWK,0.3114639119917591,1562,volatile
RWL,0.26098184152858145,1560,normal
RWO,0.24977003832932573,1553,normal
RWT,0.2551218919415973,1121,normal
RWX,0.2585314135656569,1498,normal
RXD,0.15643726134197553,1415,calm
RY,0.2868983278782058,1561,volatile
RYAAY,0.27624106250923836,1562,volatile
RYLD,0.2595441038569643,932,normal
RYN,0.25499001827533796,1553,normal
RZG,0.29591683866729557,1562,volatile
SAA,0.30796386453925867,1562,volatile
SABR,0.2238218619519551,1172,normal
SACH,0.23377608544585976,475,normal
SAMG,0.29617250815344853,1519,volatile
SAN,0.2671694495777703,640,normal
SAR,0.2951487864479993,1513,volatile
SATS,0.14884165067311722,1560,calm
SBCF,0.24327020474120772,1560,normal
SBGI,0.26252507752761717,1554,normal
SBS,0.14740295133556253,1256,calm
SBSI,0.26101605854799537,1561,normal
SCC,0.17782575323602534,1557,calm
SCHB,0.243554575280033,1288,normal
SCHC,0.2884345905505178,1555,volatile
SCHD,0.27635754679211355,1439,volatile
SCHF,0.2749709166175104,1327,volatile
SCHG,0.262316852496795,1468,normal
SCHH,0.2590066532697784,1447,normal
SCHI,0.22158273964168992,574,normal
SCHJ,0.15112568500533416,111,calm
SCHK,0.2604718807582149,1424,normal
SCHO,0.1707908593195688,35,calm
SCHP,0.21506812991633653,608,calm
SCHQ,0.3030275529787334,1528,volatile
SCHX,0.24589421732319594,1277,normal
SCI,0.2967470516640719,1562,volatile
SCJ,0.2837453770088395,1561,volatile
SCKT,0.1619415391618638,450,calm
SCM,0.264474346442116,1224,normal
SCOR,0.1737816596303118,1524,calm
SCSC,0.23278927465625127,1561,normal
SCVL,0.2974499155485542,1552,volatile
SD,0.18817331991582836,1453,calm
SDCI,0.22036767179454794,1303,normal
SDD,0.1414911168490174,1526,calm
SDG,0.33735697764989836,1561,volatile
SDOW,0.13461451058382176,1562,calm
SDP,0.1500579198054451,1537,calm
SDY,0.3001366824318741,1561,volatile
SEDG,0.08363658979736335,1561,calm
SEF,0.2037056815088667,1549,calm
SEIX,0.1949712341384899,180,calm
SELF,0.2701813134123356,477,volatile
SENS,0.14364965570076776,1533,calm
SFL,0.24229410923137962,1315,normal
SFM,0.13846218519536832,1561,calm
SFST,0.30748468768542664,1561,volatile
SGC,0.21891355814245297,1508,normal
SGDM,0.1923452024910029,1562,calm
SGMO,0.16420690822919748,832,calm
SGRP,0.2345343396203643,154,normal
SGU,0.24458299441724335,1142,normal
SH,0.21365726550499362,1554,calm
SHAG,0.1956363625247743,441,calm
SHEN,0.15733197157494672,1553,calm
SHG,0.2558813295721982,1562,normal
SHIP,0.1490116316918016,1427,calm
SHM,0.17688188543514927,280,calm
SHO,0.25210413420658917,1325,normal
SHOO,0.2997290687340238,1561,volatile
SHY,0.15816902057235033,543,calm
SHYD,0.15770320214707936,416,calm
SHYG,0.22686106774229306,915,normal
SIBN,0.2529270235305972,1561,normal
SID,0.2585411046067625,714,normal
SIEB,0.18018674673710638,719,calm
SIFY,0.1743481370728222,1459,calm
SIGA,0.17731393206903873,1242,calm
SIJ,0.14777247242331681,1537,calm
SILJ,0.19756520584461618,1527,calm
SIXA,0.24466943401260202,1476,normal
SIXH,0.24445364787661905,1185,normal
SIXL,0.2846516608051437,1392,volatile
SJ,0.21524223381283097,846,calm
SJB,0.22150053543244463,447,normal
SJNK,0.20588929347065185,521,calm
SJT,0.2402958306560145,1133,normal
SKOR,0.25084879592813963,907,normal
SKT,0.2612622556181866,1551,normal
SKYW,0.2020407199292541,1562,calm
SLB,0.2801123197864691,1561,volatile
SLGN,0.2342104802376268,1561,normal
SLM,0.21515544365570385,1526,calm
SLQD,0.20242828473982985,399,calm
SLRC,0.26840330390226896,1313,normal
SLS,0.1484118599188343,889,calm
SLX,0.3305192895096311,1562,volatile
SLYG,0.35220973175219317,1562,volatile
SLYV,0.35503731487310386,1562,volatile
SM,0.2812027380190505,1536,volatile
SMB,0.3384910425289204,24,volatile
SMBC,0.2697655859273218,1560,volatile
SMBK,0.25360145021819974,1549,normal
SMCI,0.15493842612733813,1195,calm
SMDV,0.3018600649171525,1561,volatile
SMFG,0.22827558384703378,1053,normal
SMIN,0.2694498870346831,1561,volatile
SMLV,0.29045739017222333,1562,volatile
SMMD,0.29612805943512027,1562,volatile
SMMT,0.18984609727678267,1236,calm
SMN,0.13746705548463295,1547,calm
SMPL,0.2848657398995518,1561,volatile
SND,0.2388824694471166,514,normal
SNDX,0.23255714324476082,1561,normal
SNFCA,0.2547059527909072,1104,normal
SNN,0.23311300190347453,1561,normal
SNOA,0.1152196513768967,1352,calm
SNPE,0.2113422513655867,1550,calm
SNY,0.21856854168509926,1561,normal
SO,0.2811453105891055,1561,volatile
SOCL,0.314911924740814,1561,volatile
SONM,0.06880779924269954,1559,calm
SPAB,0.20876204805384962,590,calm
SPB,0.25356378718776446,1561,normal
SPCB,0.10411987296268108,1506,calm
SPDN,0.23694549729930264,995,normal
SPDV,0.26509847551746524,1523,normal
SPEM,0.265120122079544,1557,normal
SPFF,0.2656990521555804,278,normal
SPFI,0.23111252346886244,1557,normal
SPGM,0.22966900025810613,1561,normal
SPGP,0.2853042264098696,1562,volatile
SPH,0.25489573971460733,1376,normal
SPHD,0.2673424838785571,1551,normal
SPHQ,0.2180030606861081,1559,normal
SPHY,0.2514496361537954,619,normal
SPIB,0.20211610185239004,554,calm
SPIP,0.23945955876748015,667,normal
SPLB,0.23807876358579755,1295,normal
SPMD,0.25897395299968207,1561,normal
SPMO,0.2358379485387679,1562,normal
SPOK,0.25334193630383817,1346,normal
SPRO,0.19109805557529713,704,calm
SPSB,0.16234101346402485,99,calm
SPSK,0.21883719916270636,305,normal
SPTL,0.28057704856316973,1473,volatile
SPTM,0.23286803874700165,1560,normal
SPUS,0.2430623603343662,1539,normal
SPXE,0.21958302133746907,1557,normal
SPYD,0.27603413654916875,1557,volatile
SPYG,0.2684669995863857,1562,normal
SPYV,0.22858062515520344,1543,normal
SPYX,0.20838005590493078,1546,calm
SQM,0.19893382220274,1561,calm
SR,0.3150217366536117,1561,volatile
SRCE,0.29505214531412993,1562,volatile
SRET,0.23766895112867475,1425,normal
SRG,0.17266043401994438,1160,calm
SRI,0.2916010921090017,1524,volatile
SRLN,0.26376400124919613,610,normal
SRTS,0.17677301905058584,1143,calm
SRVR,0.27446678095777904,1544,volatile
SSBI,0.25829020116755624,1318,normal
SSL,0.25330833408437514,1484,normal
SSNC,0.28449797228440743,1562,volatile
SSPY,0.25093544046599886,1550,normal
SSUS,0.22996612031168212,1533,normal
SSYS,0.16307239540003585,1540,calm
ST,0.34307564677946,1561,volatile
STAG,0.2538682780932943,1561,normal
STIM,0.17953778274376675,1107,calm
STKS,0.24657609390249782,1179,normal
STRS,0.24475576861495366,1556,normal
STRT,0.20525190265734752,1546,calm
STWD,0.2700541857341469,1506,volatile
STXS,0.24014576395449116,796,normal
SU,0.26858716595525445,1561,normal
SUB,0.25241361658775713,728,normal
SUN,0.27128824385782774,1558,volatile
SUPN,0.23178825607279613,1561,normal
SUSB,0.20145593590622746,111,calm
SUSC,0.21713042397568053,732,normal
SVM,0.2408630431640065,1013,normal
SVRA,0.225716472213019,691,normal
SWBI,0.1779791976001404,1440,calm
SWX,0.2873602639372179,1562,volatile
SXC,0.2694223388729862,1340,volatile
SY,0.2462972420316375,800,normal
SYF,0.2828270494883531,1562,volatile
SZK,0.16335922127425226,1454,calm
T,0.22989214398494792,1506,normal
TAC,0.23082888118481373,1230,normal
TAIL,0.2408442154371347,734,normal
TAK,0.26090951713015287,1305,normal
TAN,0.23645279970606398,1561,normal
TAXF,0.2599641719689534,911,normal
TAYD,0.17612890208440302,1396,calm
TBF,0.27368129627047155,1311,volatile
TBI,0.2220217305576987,1503,normal
TBPH,0.21637928888513658,1455,normal
TBX,0.22566404906890541,918,normal
TCBK,0.30283463366505486,1562,volatile
TCI,0.24173722244013082,1540,normal
TCOM,0.2342714406295299,1561,normal
TCPC,0.27789087638551063,1150,volatile
TCX,0.21925407060648405,1560,normal
TD,0.30268764487924404,1561,volatile
TDC,0.2071661971380242,1561,calm
TDTT,0.21357136587996345,202,calm
TDV,0.2680850635244145,1562,normal
TECB,0.23526242362637498,1560,normal
TELA,0.16889404361652063,1175,calm
TENB,0.2557022819797509,1561,normal
TENX,0.07044469945353803,1415,calm
TEO,0.2458935019783601,1353,normal
TEVA,0.2292303052434125,1490,normal
TFI,0.2901186579591574,862,volatile
TFSL,0.28531463036607213,1431,volatile
TGB,0.27248504907309673,468,volatile
TGS,0.18024174897769643,1397,calm
TGTX,0.20315386245247977,1561,calm
TH,0.19844645571902675,1281,calm
THFF,0.2940734453636018,1562,volatile
THG,0.23213944806943332,1561,normal
THM,0.20874427125937936,207,calm
THNQ,0.24095515364688366,1535,normal
THR,0.20285270831080596,1542,calm
THRM,0.26403274567005036,1561,normal
THY,0.23448369960638943,266,normal
TILE,0.1969958273351399,1532,calm
TIP,0.2646286984838381,1543,normal
TIPT,0.22101693507715736,1429,normal
TK,0.25769606925190813,1079,normal
TKC,0.1992448258240794,773,calm
TLH,0.32118872901790174,1561,volatile
TLK,0.2502110512633417,1544,normal
TLSA,0.22097391170673045,485,normal
TLTE,0.24444637803031127,1561,normal
TMDV,0.2797918787158565,1533,volatile
TME,0.189186995573505,1486,calm
TNK,0.2975433798733238,1561,volatile
TOK,0.2828604357813423,1561,volatile
TOTL,0.22207612369852384,915,normal
TOWN,0.27498561938299054,1560,volatile
TPH,0.20826617121245009,1499,calm
TPHD,0.2527349279975128,1522,normal
TPIF,0.26400545795358105,1472,normal
TPLC,0.22549387813816518,1531,normal
TPSC,0.26133962041395636,1550,normal
TPVG,0.2480793518587385,1307,normal
TQQQ,0.21137945418403886,1561,calm
TR,0.21883846268257562,1557,normal
TRC,0.2845320332714679,1499,volatile
TRIB,0.16847052969609821,1004,calm
TRMD,0.2361873379155027,1504,normal
TRND,0.2744078831774251,1249,volatile
TRNO,0.29509545940266024,1561,volatile
TROX,0.27918833525864956,1540,volatile
TRP,0.28825445377350695,1561,volatile
TRS,0.23555821540279615,1560,normal
TRST,0.254104864382165,1562,normal
TRTX,0.24966217581215983,1256,normal
TRV,0.16267585066873447,1561,calm
TRVG,0.1723910252852016,1134,calm
TRVI,0.2447125319159341,947,normal
TS,0.2744380038463579,1560,volatile
TSCO,0.2724173529351299,1562,volatile
TSLX,0.27221529714175946,1450,volatile
TTC,0.2782532997003403,1561,volatile
TTI,0.21002836829956925,1003,calm
TUR,0.2518549321797293,1556,normal
TUSK,0.2268242924013623,938,normal
TV,0.2405224146913876,974,normal
TW,0.22763877298133145,1562,normal
TWI,0.22440751054001493,1455,normal
TWIN,0.2627905383284094,1519,normal
TY,0.22237681020914826,1484,normal
TYO,0.23838537983942013,1082,normal
TZOO,0.22630241251779792,1488,normal
UAPR,0.23446758066396536,604,normal
UBOT,0.28809469481026595,1560,volatile
UBR,0.30017807631495763,1561,volatile
UBS,0.27534567648786124,1528,volatile
UBSI,0.29631928248727624,1562,volatile
UCL,0.21509924717668674,836,calm
UCON,0.21026784463737264,291,calm
UDEC,0.22552294170932144,892,normal
UDOW,0.2729121673301104,1562,volatile
UDR,0.2605621450418562,1561,normal
UEC,0.21133892897128745,1200,calm
UEIC,0.21530539658116007,1443,calm
UEVM,0.25458413784286116,1558,normal
UFCS,0.22907856194192172,1561,normal
UFEB,0.25569393802504997,689,normal
UG,0.22853117061582534,1375,normal
UGE,0.27412141816746655,1525,volatile
UGI,0.2955232883282692,1561,volatile
UGP,0.2530494595493506,690,normal
UHAL,0.2890903441317428,1562,volatile
UHT,0.2165731167440679,1561,normal
UJAN,0.23083652490278697,838,normal
UJUL,0.254535164835487,874,normal
ULBI,0.24522442152325846,1253,normal
ULH,0.20786084694289814,1561,calm
UMAR,0.2201706259174743,771,normal
UMDD,0.3261713698141558,1561,volatile
UMH,0.2656572128275055,1480,normal
UNB,0.23153518714754154,1547,normal
UNIT,0.22154721142749417,1329,normal
UNM,0.25302145131697573,1562,normal
UNOV,0.22195535340015934,751,normal
UNTY,0.24606748015261926,1551,normal
UOCT,0.2243729031101565,744,normal
UONEK,0.1768331465453406,1546,calm
URA,0.25915879883505255,1533,normal
URGN,0.23559101754961997,1555,normal
URTH,0.2504988627415118,1562,normal
USAI,0.2362637643632913,1548,normal
USAS,0.20654789731046372,695,calm
USAU,0.24843450828285388,1355,normal
USB,0.29472727123630515,1561,volatile
USD,0.17770930058289208,1504,calm
USDU,0.23850953918644566,820,normal
USFD,0.2279409694318418,1562,normal
USHY,0.22199856786800723,965,normal
USIO,0.2237373835077002,602,normal
USMC,0.21459552520003436,1553,calm
USNA,0.22982086748422448,1561,normal
USOI,0.17554929376019265,1562,calm
USRT,0.27459891542717185,1559,volatile
USSG,0.21196235224140453,1554,calm
UST,0.2841647267313151,1547,volatile
USVM,0.29802004621275796,1562,volatile
UTI,0.21177674578073977,1375,calm
UTL,0.28400040042346203,1562,volatile
UTSI,0.23192840472053156,959,normal
UUU,0.20502827732656467,923,calm
UVE,0.22119388736447862,1526,normal
UVSP,0.2731666922010121,1560,volatile
UXI,0.2517870251388404,1559,normal
UYM,0.25184187113557277,1561,normal
VALE,0.280552012065254,1477,volatile
VALQ,0.21693634027744868,1556,normal
VALU,0.19520271174051024,1546,calm
VCTR,0.2498365957216524,1560,normal
VCYT,0.23525664300846047,1561,normal
VECO,0.17369637822852074,1561,calm
VEGI,0.2620695829071698,1550,normal
VEON,0.2008048008243519,1556,calm
VERI,0.19914217361494674,1396,calm
VET,0.2627154004039525,1515,normal
VEU,0.23738003671983077,1561,normal
VFC,0.2402710431261693,1561,normal
VHI,0.20064977261919975,1559,calm
VICI,0.2865472080938179,1548,volatile
VIDI,0.26856876393079393,1487,normal
VIGI,0.27697804865008085,1561,volatile
VIOV,0.3375338397623134,1562,volatile
VIPS,0.1754967647071423,1548,calm
VIR,0.16917866676947327,1538,calm
VIRC,0.24264142508686837,973,normal
VIRT,0.24434522334875167,1557,normal
VLGEA,0.17992246447347332,1525,calm
VLY,0.29691027296951183,1435,volatile
VMBS,0.24636619504445326,1018,normal
VMD,0.2889481095348748,1317,volatile
VNCE,0.26414091039458926,1080,normal
VNDA,0.22918763828525282,1322,normal
VNET,0.22427000464932195,1371,normal
VNM,0.26654217995577234,1351,normal
VNO,0.26901539408166614,1562,normal
VNOM,0.28559371506450887,1558,volatile
VNQI,0.2436865770278362,1560,normal
VNRX,0.12766118453683564,558,calm
VOC,0.23296276254235246,910,normal
VOD,0.25757612730252066,1324,normal
VONV,0.25428489692566725,1561,normal
VPC,0.23671225865809917,1269,normal
VPG,0.1604660612001898,1561,calm
VPL,0.273648609837191,1561,volatile
VRA,0.25127331707383116,1256,normal
VRAI,0.26641058385279376,1463,normal
VREX,0.17088970872883388,1535,calm
VRME,0.21279847939284283,479,calm
VRNS,0.17665252229991524,1561,calm
VRP,0.21819597861335,518,normal
VRRM,0.16936848624706746,1535,calm
VSAT,0.23641838097621687,1561,normal
VSDA,0.22741938599922487,1545,normal
VSGX,0.24904105780609853,1561,normal
VSH,0.1747066513374671,1554,calm
VSMV,0.25560973395615927,1521,normal
VSTM,0.16450528600478762,1524,calm
VTC,0.2536097992186661,1518,normal
VTEB,0.22924491981978992,827,normal
VTIP,0.21656807022939495,478,normal
VTOL,0.288956037128093,1512,volatile
VTSI,0.21368425584078657,1270,calm
VTV,0.26552638775061776,1561,normal
VTVT,0.17800600950073656,1546,calm
VUSE,0.2229519470155497,1561,normal
VVV,0.24876831148143347,1561,normal
VXUS,0.24511439026973827,1561,normal
VYGR,0.22442451830950874,1369,normal
VYM,0.27804512709494916,1561,volatile
VYMI,0.26614717280451655,1561,normal
WABC,0.2835703046877882,1562,volatile
WAFD,0.2649346941166606,1560,normal
WAFU,0.16260385683465084,679,calm
WASH,0.2727862246110183,1562,volatile
WB,0.2268811553777186,1508,normal
WBIF,0.2684837622661354,1452,normal
WBIG,0.257833829304245,1296,normal
WBIY,0.2549535344130714,1522,normal
WBS,0.2896214900674361,1562,volatile
WDIV,0.24531506119177374,1560,normal
WEBL,0.19459303978215636,1560,calm
WEC,0.31472821731045375,1561,volatile
WES,0.28250546608711924,1562,volatile
WFC,0.284327462154124,1562,volatile
WHF,0.26154702962544835,1201,normal
WHG,0.24337615612696775,1486,normal
WILC,0.22199159533465615,1450,normal
WIMI,0.15706777272952113,1471,calm
WIP,0.27969338018132395,1485,volatile
WIT,0.2984798594849284,210,volatile
WLDR,0.22523254342761023,1489,normal
WLKP,0.2707980637110647,1443,volatile
WMB,0.25945580859472234,1560,normal
WMG,0.27628539053514756,1518,volatile
WMK,0.27454381227914887,1561,volatile
WMT,0.2089746799418219,1560,calm
