Date,Open,High,Low,Close,Volume
2024-02-01,42551.7,43276.19,41846.04,43075.2,15130
2024-02-02,43075.3,43700,42527.58,43181.66,15165
2024-02-03,43183.62,43366,42863.58,43010.67,3069
2024-02-04,43007.82,43109,42228.01,42568.55,3898
2024-02-05,42591.3,43540,42235,42657.67,11374
2024-02-06,42650,43387,42516.07,43095.79,9990
2024-02-07,43085,44430,42760.44,44343.61,17944
2024-02-08,44330,45637.38,44323,45329.6,24499
2024-02-09,45280,48230.02,45246,47160.41,30597
2024-02-10,47157.01,48190,46889.53,47767.06,8000
2024-02-11,47767.06,48614,47580.9,48316.3,8336
2024-02-12,48321.14,50363.42,47642,49941.81,28044
2024-02-13,49941.95,50423.42,48240,49725.36,26690
2024-02-14,49750.1,52136.8,49253.92,51858.59,28019
2024-02-15,51835.2,52890,51280,51934.29,25013
2024-02-16,51947.1,52608.2,51580,52162.64,17144
2024-02-17,52185.3,52214.05,50130,51700,8883
2024-02-18,51700.1,52451,51165,52153.63,6551
2024-02-19,52157.1,52501.01,51648,51787.05,8822
2024-02-20,51771.2,53000,50584,52167,23028
2024-02-21,52270.1,52394.91,50439,51851.67,18117
2024-02-22,51866.9,52100,50890.2,51258.7,16898
2024-02-23,51300.1,51537,50227,50737,14216
2024-02-24,50739.4,51736,50576.55,51570.65,5331
2024-02-25,51554.5,51967.82,51275.01,51731,6111
2024-02-26,51733.8,54980,50871,54533.48,32020
2024-02-27,54525.4,57646.81,54384,57077.07,38515
2024-02-28,57077.08,64100,56000.4,62518.9,65601
2024-02-29,62489.8,63675.48,60108.8,61180.9,47621
2024-03-01,61179.03,63267.18,60500,62436.72,30681
2024-03-02,62439.74,62500,61584,62045.78,10456
2024-03-03,62045.78,63260,61350,63178.2,10579
2024-03-04,63155.74,68602.98,62216,68098,52133
2024-03-05,68356.7,69324.58,59008,63800.78,85476
2024-03-06,63802.15,67681,62783,66122.28,44033
2024-03-07,66115.48,68098.09,65595,66938.21,27523
2024-03-08,66938.21,70199,65200,68289.16,42812
2024-03-09,68289.16,68700.41,67719,68480,11795
2024-03-10,68480.01,70000,68047,68951,17430
2024-03-11,69032.8,72943.98,67000,72110.98,44952
2024-03-12,72100.1,73027.63,68357,71475.93,40257
2024-03-13,71473.43,73709.99,70976,73135.04,27339
2024-03-14,73135.04,73835.57,68454.47,71364.58,42665
2024-03-15,71364.58,72500,65460,69520,51116
2024-03-16,69514.87,70071,64774.05,65254.22,22452
2024-03-17,65254.22,68927,64505,68343.64,18896
2024-03-18,68354.29,68940,66562.65,67613.04,25258
2024-03-19,67600,68136.39,61506,61906.27,53882
2024-03-20,62022,68202,60771.14,67858.8,49516
2024-03-21,67855.88,68280,64525,65484.7,24555
2024-03-22,65478.98,66712,62201,63814.56,23774
2024-03-23,63814.56,66029.09,63013.19,63998.86,10615
2024-03-24,63998.87,67949,63785.57,67204.93,10359
2024-03-25,67212.69,71269.92,66381.84,69890.28,31307
2024-03-26,69950.1,71582.96,69116.8,70000.1,20155
2024-03-27,69994.9,71789.85,68251,69437.3,26781
2024-03-28,69437.2,71635.99,68800,70801.18,19933
2024-03-29,70786,70941.7,69015,69903.75,10710
2024-03-30,69903.74,70363.25,69569.03,69626.87,4242
2024-03-31,69652,71444,69587.86,71288.9,6649
2024-04-01,71291.5,71373,68055.15,69681.1,18513
2024-04-02,69681.1,69711,64192,65464.14,30832
2024-04-03,65472,66944.06,64500,65987.92,17444
2024-04-04,65984.18,69634,65048,68527.4,23624
2024-04-05,68528.69,68783.99,65959,67856.51,20406
2024-04-06,67856.51,69693.1,67379,68919.89,6124
2024-04-07,68908.6,70312,68820,69350.34,7901
2024-04-08,69350.36,72777,69036,71622.53,23223
2024-04-09,71650.1,71761.37,68200,69117.01,21914
2024-04-10,69115.79,71341,67463.07,70634.04,21928
2024-04-11,70733,71444,69530,70046.4,14372
2024-04-12,70103,71291,65103,67148.61,32094
2024-04-13,67199.8,69100,60495,64024.77,37545
2024-04-14,64018.6,65909,62150,65777.05,26538
2024-04-15,65700,66928.82,62315.08,63452.18,27322
2024-04-16,63441.8,64415,61551,63814.94,22582
2024-04-17,63832.6,64534,59648.33,61279.36,27908
2024-04-18,61284.4,64210,60816.07,63513.85,19600
2024-04-19,63499.5,65501,59573.32,63848.37,29526
2024-04-20,63846,65465,63121.15,64968.87,8034
2024-04-21,64993.8,65756,64250,64952.92,6317
2024-04-22,64953,68158,64520,66859.17,14674
2024-04-23,66831.4,67253,65807,66414.16,11216
2024-04-24,66419.8,67153,63542.56,64255.78,18390
2024-04-25,64255.77,65381,62743.5,64484.44,16609
2024-04-26,64489.1,64839,63287.76,63742.39,12487
2024-04-27,63750.8,64029,62389,63425,7688
2024-04-28,63425.1,64470,62743.81,63108.94,5551
2024-04-29,63114.1,64304,61741.01,63844.85,13377
2024-04-30,63822.1,64800,59040.3,60622.1,26998
2024-05-01,60610,60991,56378,58265.59,36306
2024-05-02,58267.81,59767,56903.79,59071.89,18350
2024-05-03,59113.2,63444,58821.05,62913.03,22588
2024-05-04,62925.8,64644,62550.4,63902.88,9341
2024-05-05,63898,64801,62908.34,64023.45,6410
2024-05-06,64067.5,65628,62704.48,63162.24,15014
2024-05-07,63161.7,64480,62252.64,62315.76,11742
2024-05-08,62325,63112,60851.04,61169.53,9857
2024-05-09,61172.1,63529,60601.6,63073.57,10679
2024-05-10,63052,63612,60150,60787.47,15163
2024-05-11,60790.8,61588,60450.13,60805,3789
2024-05-12,60805,61962,60576.05,61453.02,3792
2024-05-13,61444.6,63540,60738.51,62932.37,11541
2024-05-14,62910,63175,61000,61539.84,16135
2024-05-15,61539.7,66500,61299.57,66244.69,27716
2024-05-16,66233.1,66799,64557,65252.18,15424
2024-05-17,65228.4,67618,65113.46,67046.33,14778
2024-05-18,67043.6,67473,66598,66923.87,4637
