symbol,decision_timestamp,S_UF,R_UF,D,M,R_rev,U_star,C_k,P,B,forward_return
DSWL,2025-11-21T05:00:00+00:00,0.49999999999999994,0.31320303292678225,1,0,1,0.3817455911286958,3,2,0,-0.029649595687331498
DSWL,2026-01-22T05:00:00+00:00,0.5,0.30650687083871286,1,0,0,0.4657938618802039,3,0,0,0.10769230769230775
DSWL,2026-02-12T05:00:00+00:00,0.5,0.3073295824974588,1,0,0,0.36091636062094995,3,0,0,0.028571428571428692
DT,2025-11-21T05:00:00+00:00,0.45454545454545453,0.3355035210766535,-1,0,1,0.3367072848549323,3,2,0,-0.1875143447326142
DT,2026-01-22T05:00:00+00:00,0.49999999999999994,0.3447961896966912,1,0,0,0.33523305635754896,3,0,0,-0.1378470530930347
DT,2026-02-12T05:00:00+00:00,0.49999999999999994,0.3483424856370816,1,0,0,0.33815570507994697,3,0,0,-0.03172866520787754
DUOL,2025-11-21T05:00:00+00:00,0.36,0.27660176662957503,0,0,0,0.7423225438510769,3,1,-1,-0.3463363815256396
DUOL,2026-01-22T05:00:00+00:00,0.3627450980392157,0.27645478314874883,0,0,0,0.3531107475911373,3,0,-1,-0.2651919323357189
DUOL,2026-02-12T05:00:00+00:00,0.36538461538461536,0.2749573265325334,1,0,0,0.3724650909150888,3,0,-1,0.007942882641677862
DY,2025-11-21T05:00:00+00:00,0.34375,0.33290946525387927,1,0,0,0.34707413582641167,3,0,0,0.3162118288462128
DY,2026-01-22T05:00:00+00:00,0.34375,0.33861168103523065,1,0,0,0.3472150410858284,3,0,0,0.133553152202585
DY,2026-02-12T05:00:00+00:00,0.34375,0.3408097788384622,1,0,0,0.34600429023899987,3,0,0,0.029712697385761988
EFSI,2025-11-21T05:00:00+00:00,0.75,0.6565854327277865,1,0,0,0.6666666666666666,3,1,0,0.07263888888888892
EFSI,2026-01-22T05:00:00+00:00,0.75,0.6585632085488939,1,0,0,0.6666666666666666,3,1,0,-0.047953648915187386
EFSI,2026-02-12T05:00:00+00:00,0.75,0.6612085968957266,1,0,0,0.6666666666666666,3,1,0,0.003247596778384043
EMR,2025-11-21T05:00:00+00:00,0.5,0.5352541380008526,1,0,0,0.4981474668499793,3,0,0,0.15910154422087053
EMR,2026-01-22T05:00:00+00:00,0.375,0.5335280821828529,-1,0,1,0.5214616356520454,3,2,0,-0.01091441501397572
EMR,2026-02-12T05:00:00+00:00,0.5,0.5382756865569126,1,0,0,0.49097527906306454,3,0,0,0.025106911298110157
ENIC,2025-11-21T05:00:00+00:00,0.5,0.3255142013752086,1,0,0,0.3393774327003318,3,0,0,0.12129380053908356
ENIC,2026-01-22T05:00:00+00:00,0.5,0.31763550716934713,1,0,0,0.34010564173724406,3,0,0,-0.048054919908466776
ENIC,2026-02-12T05:00:00+00:00,0.5,0.31514611695417244,1,0,0,0.34020246955288186,3,0,0,-0.023474178403755763
ENSG,2025-11-21T05:00:00+00:00,1,0.4666666666666666,0,0,0,0.3333333333333333,3,0,0,0.13865614357532818
ENSG,2026-01-22T05:00:00+00:00,1,0.4666666666666666,0,0,0,0.3333333333333333,3,0,0,0.2037259271958396
